text,category
אבקש הצעת מחיר לשימוש בשירותכם למשלוח מיילים וקטלוג ללקוחותינו לקראת החג,sales
"שלום,שמי איתי ואני מפתח תוכנה.יוצא לי לעבוד הה עם אנשים שרוצים הטמעות מסוגים שונים עם המערכת שלכם, ולשם כך אני צריך להריץ נסיונות.חשוב לי לא לעשות זאת מהחשבון של הלקוחות כדי לא לשנות הגדרות ו'להתעסק' להם עם הרשימות בטעות.בשביל ניסויים וטסטינג אנ",sales
"הייתי מנויה על הניוזלטר של כספית. מאז אני מקבלת כל הזמן הודעות של כל העולם, דרך ישראטק. ההבטחה שלא יעשה שימוש במייל שלי אינה נכונה ואני מוחה על העברת הרשימה מלקוח ללקוח (של ישראטק). נא הסירו את כתובתי ודאגו שלא אקבל מסרים מאתרים ואנשים שלא בחרתי לעשות ז",block
אנא הסירו את כתובתי מכל רשימת התפוצה של כל לקוחות ישראטק,block
נתקו אותי בבקשה !לא מעוניין לקבל הודעות אלה !,block
מעונין להרשם כמנוי,sales
"ישראטק שלום, שמי אורי, אני תכנת ורציתי לדעת האם קיים אצלכם מערך API ואם כן איפה יש מסמכים לגבי ההתחברות איתו,לצורך ההבנה, ממערכת הוורד פרס אני מעוניין לשלוח רישום של משתמשים חדשים ברשימת התפוצה אצלכם, תודה מראש על כל תשובה בנושא",support
"שלום לכם, אני מבקשת לבדוק הצעה לשליחת SMS לאורחים שאמורים להגיע אלינו לחווה. כל שבוע כ50 הודעות. האם ניתן לעשות זאת דרככם ?",sales
"הודעה לפי חוק הספאם:נשלחים אל כתובת זו דיוורי ספאם מכם.הינכם נדרשים להסיר כתובת זו מכל רשימת דיוור שברשותכם, זוהי כתובת פרטית שמעולם לא נרשמה בשום רשימת תפוצה.כל מייל שיווקי נוסף שיגיע אל כתובת זו מחברתכם עשוי לגרור נקיטת האמצעים הקבועים בחוק.",block
"אני מעוניינת לקשר בין הישראטק למערכת קארדקום.אנא חזרו אלי בהקדם.תודה ויום נעים,ליאור",coop
"שלום, צורפתי לחודש ניסיון ע""י קישור ממייל ששלח שי מ- ifree. לצערי לא ידעתי שהקישור שהוא שלח יצרף אותי באופן אוטומטי לשירות שלכם.מכיוון שכרגע אין לי צורך בשירות שלכם חבל לי ""לבזבז"" את חודש את הניסיון.אנא בטלו את הרשמתי.תודה,שי",support
שאלה: אני מאוד בנושא השיווק. איך אני מגיע ל1000 כתובות מייל (שזה המדרגה הכי קטנה שלכם...)? ניצן סופרנני,support
"נא הסירו אותי מהמערכת שלכם,כל פעם שאני מסיר את עצמי אני מקבל מיילים נוספים, כמעיין המיתגבר,אם תוך שלושה ימים אתם לא מסירים אותי מרשימת הדיוור שלכם , אני הולך לתבוע אותכם ובגדולראו אוזהרתם",block
ברצוני לקבל אינפורמציה על המערכת,sales
מעוניינים לקיים פגישה במשרדנו עם נציג מטעמכם.אנא צרו קשר.תודה,sales
"אבקש שתחזרו אלי לגבי ספאמר שעובד באמצעות מערכת ישראטק, ספק ש""הסרתי"" את עצמי מרשימת התפוצה שלו פעמים ות מעבר לעובדה שמעולם לא נרשמתי אצלו",support
פתחתי חשבון התנסות (ולא נגעתי בו)ואני רוצה שוב.ועכשיו המערכת טוענת כיפרטים שלי קיימים במערכת.תוכלו למחוק אותי כדי שאוכל לפתוח חשבון חדש?,support
"שלום אשמח שתסירו אותי מרשימת התפוצה שלכם,אני מקבל מידיי שבוע עשרות מייילים שאני לא מכיר את השולחים, למרות שבכל פעם אני רושם שאני מעוניין להסיר את עצמי מהרשימה, עדיין אני מקבל",block
"אני מעוניינת בפרטים על המערכת שלכם ובקבלת הצעת מחיר.יש לנו שני אתרים - האחד בעל כ-80,000 מנויים המקבלים דיוור מדי שבוע והשני בעל כ-8,000 מנויים המקבלים דיוור מדי שבועיים. הייתי רוצה לבחון שימוש במערכת שלכם לשליחת דיוורים. מעבר להצעת מחיר, אשמח לדעת:",sales
"אני מעוניין לקבל הצעת מחיר לגבי דיוור של 50,000/100,000/200,000 הודעות בחודש. נא לפנות באימייל. תודה",sales
מעוניינים לקבל פרטים על תוכנת ישראטק.נשמח שתיצרו עימנו קשר.,sales
אשמח ליצירת קשר עמכם.ניתן לדבר אתי מחר ה- 19/6 החל משעה 08:00 (עקב עבודה...).בתודה מראשויום נעים גילה נמיר,sales
יש להכניס את המייל שלי לרשימה השחורה שלכם כלומר שלא ידוור אלי אף דיוור מאף לקוח שלכם ברשותי עשרות דיוורים לא מורשים ששלחו לי מהמערכת שלכם - יש לאשר את קבלת המייל - תודה מראש מדוור מתוסכל,block
עובדת עבור חברת כנסת ומעוניינת לקבל הצעת מחיר לשירותכם עבור ניוזלטר,sales
אני חייב לציין שכל מייל אשר מגיע דרכם אני לא יכול לראות את התמונה יש איקס אדוםבאמצעות אוטלוק 2010,support
"בוקר טוב, קבעתי שיחה הבוקר עם אוהד, הוא לא עונה לי. אנא מסרו לו שיקרת פרידמן מ""פרשה ואישה"" (דרך רוזין רוזנבלום) מחכה. 0543-978328תודה",sales
שאלה שתיים לגבי פומנקציונאליות המערכת שלכם בהתאמה לצרכיםש אני מחפש,support
"לכבוד מערכת ישראטק שלום .לאחרונה הנני מקבל לתיבת המייל פרסומות ודואר ספאם ממפרסמים למיניהם אשר שולחים באמצעות מערכת ישראטק, למרות שאני מבקש ממפרסם מסוים לא לשלוח יותר זבל להפתעתי אני מקבל ממפרסם אחר השולח כמובן באמצעות המערכת שלכם, אי לכך אני רואה בכם",block
"שלום,אנא הסירו את המייל שלי מכל רשימות התפוצה שאתם מנהלים. כבר הסרתי את כתובתי מעשרות מיילים שונים שנשלחו אליי מטעמכם, וזה חוצה גבולות מבחינתי.אנא עדכנו שבוצע.תודה",block
מערכת ישראטק שלוםכדאי מאוד שתפסיקו לשלוח אלי מיילים !!!!!זה מפריע מעמיס מציק לא שמיש ועוד הה המייל.אין לכם את רשותי להמשיך בדואר זבל שלכם!!!!!תפסיקו מייד אתם מפרים את החוק שוב חדלו במיידי ותמחקו אותי מרשימת התפוצה שלכם!!!!!!!,block
מעוניינים לקבל מידע לגבי המערכת שלכם וסדנאות קרובות,sales
שלום  אשמח אם תצרו איתי קשר0544985020,sales
מעוניין לקבל פרטים,sales
"ישראטק שלוםאני מקבלת מכם המון דיוור. ביקשתי כמה וכמה פעמים להסיר את כתובתי מרשימת התפוצה.נא לא לשלוח לי דיוור אלקט.בברכה,רותם",block
אני דורש לדעת ללא כל השהיה כיצד ודרך איזה אתר כתובת האימייל שלי נכנסה למאגר הפרסום הבוטה והפולשני שלכם. קיבלתי 9 מיילים המוגדרים ספאם בתוך שבוע.במידה ולא ימסר לי המידע המדויק אפנה להליכים משפטיים.תודה,block
"ב 11.05 היה וובינר לא יכולתי להתפנות , אשמח לקבל זימון לפעם הבאה",support
"אנחנו מנויים שלכם מזה כמה חודשים אבל נכון להיום לא התחלנו להשתמש במערכת . אנא בדקו ואפשרו לנו כניסה למערכת , כמוכן בדקו אם יצרנו כבר סיסמה ושםאנא תיידעו אותנו .תודהדוד מורן תקשורת.",support
ברצוני לקבל  פרטים  על   פתיחת  דף   יש לי  קבוצה   חברתית    שנקראת   כולנו נפגשים מהצפון ועד הדרום,support
אני מבקש ממכם לבדוק בכלל המערכות שלכם ולמסור לי היכן הכתובת EMAIL שלי רשומהאני מבקל המון דואר זבל ממכם לחרונה ולא נרשמתי לשום שירותאז לכן בבקשה לבצע את הבדיקהלהסיר אותיואז לדווח לישבמידה וארצה אני ארשם מחדש,block
"נא ליצור קשר בדחיפות עם נילי לנייד למעלה, בעניין מנוי שנתי משולם. השארתי הודעות ולא חוזרים אלי.",sales
אני מחפש טיולים לקיבריי צדיקים לתיקון הברית תיקון היסוד,uncategorized
